Date,Visitor,G,Home,G,,Att.,LOG,Notes
2021-04-20,New York Rangers,1,New York Islanders,6,,1400,2:11,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-20,New Jersey Devils,6,Pittsburgh Penguins,7,,4672,2:31,
2021-04-20,Carolina Hurricanes,4,Tampa Bay Lightning,1,,3800,2:28,
2021-04-20,Toronto Maple Leafs,3,Vancouver Canucks,6,,,2:25,
2021-04-21,Minnesota Wild,4,Arizona Coyotes,1,,3736,2:23,
2021-04-21,Nashville Predators,4,Chicago Blackhawks,5,OT,,2:26,
2021-04-21,Montreal Canadiens,4,Edmonton Oilers,3,,,2:25,
2021-04-21,San Jose Sharks,2,Vegas Golden Knights,5,,3950,2:26,
2021-04-22,Boston Bruins,5,Buffalo Sabres,1,,,2:24,
2021-04-22,Dallas Stars,3,Detroit Red Wings,7,,,2:29,at Little Caesars Arena (Detroit MI)
2021-04-22,Carolina Hurricanes,4,Florida Panthers,2,,4683,2:39,
2021-04-22,Washington Capitals,1,New York Islanders,0,SO,1400,2:28,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-22,Philadelphia Flyers,3,New York Rangers,2,,1800,2:30,
2021-04-22,New Jersey Devils,1,Pittsburgh Penguins,5,,4672,2:15,
2021-04-22,Colorado Avalanche,4,St. Louis Blues,2,,,2:26,
2021-04-22,Columbus Blue Jackets,1,Tampa Bay Lightning,3,,4200,2:23,
2021-04-22,Ottawa Senators,3,Vancouver Canucks,0,,,2:25,
2021-04-22,Toronto Maple Leafs,5,Winnipeg Jets,3,,,2:19,
2021-04-23,Boston Bruins,4,Buffalo Sabres,6,,,2:31,
2021-04-23,Montreal Canadiens,2,Calgary Flames,4,,,2:28,
2021-04-23,Nashville Predators,3,Chicago Blackhawks,1,,,2:21,
2021-04-23,Minnesota Wild,4,Los Angeles Kings,2,,1091,2:21,
2021-04-23,Philadelphia Flyers,1,New York Rangers,4,,1800,2:22,
2021-04-24,Vegas Golden Knights,5,Anaheim Ducks,1,,1717,2:25,
2021-04-24,Montreal Canadiens,2,Calgary Flames,5,,,2:31,
2021-04-24,Dallas Stars,2,Detroit Red Wings,1,OT,,2:24,at Little Caesars Arena (Detroit MI)
2021-04-24,Carolina Hurricanes,3,Florida Panthers,4,OT,4838,2:31,
2021-04-24,Arizona Coyotes,4,Los Angeles Kings,0,,1497,2:25,
2021-04-24,Washington Capitals,6,New York Islanders,3,,1400,2:28,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-04-24,New Jersey Devils,2,Pittsburgh Penguins,4,,4672,2:24,
2021-04-24,Minnesota Wild,6,San Jose Sharks,3,,,2:20,
2021-04-24,Colorado Avalanche,3,St. Louis Blues,5,,,2:32,
2021-04-24,Ottawa Senators,2,Vancouver Canucks,4,,,2:27,
2021-04-24,Toronto Maple Leafs,4,Winnipeg Jets,1,,,2:22,
2021-04-25,Buffalo Sabres,3,New York Rangers,6,,1800,2:20,
2021-04-25,New Jersey Devils,3,Philadelphia Flyers,4,SO,3651,2:42,
2021-04-25,Boston Bruins,0,Pittsburgh Penguins,1,,4672,2:26,
2021-04-25,Columbus Blue Jackets,3,Tampa Bay Lightning,4,OT,4200,2:26,
2021-04-26,Montreal Canadiens,2,Calgary Flames,1,,,2:21,
2021-04-26,Carolina Hurricanes,3,Dallas Stars,4,OT,5364,2:34,
2021-04-26,Anaheim Ducks,1,Los Angeles Kings,4,,1373,2:18,
2021-04-26,Florida Panthers,1,Nashville Predators,4,,,2:26,
2021-04-26,Vancouver Canucks,1,Ottawa Senators,2,,,2:17,
2021-04-26,Arizona Coyotes,4,San Jose Sharks,6,,520,2:25,
2021-04-26,Colorado Avalanche,1,St. Louis Blues,4,,,2:23,
2021-04-26,Edmonton Oilers,6,Winnipeg Jets,1,,,2:11,
2021-04-27,Detroit Red Wings,0,Columbus Blue Jackets,1,SO,4316,2:29,
2021-04-27,Tampa Bay Lightning,7,Chicago Blackhawks,4,,,2:27,
2021-04-27,Carolina Hurricanes,5,Dallas Stars,1,,6014,2:22,
2021-04-27,Philadelphia Flyers,4,New Jersey Devils,6,,3600,2:36,
2021-04-27,Florida Panthers,7,Nashville Predators,4,,,2:30,
2021-04-27,Buffalo Sabres,1,New York Rangers,3,,1796,2:22,
2021-04-27,Boston Bruins,3,Pittsburgh Penguins,1,,4672,2:26,
2021-04-27,New York Islanders,0,Washington Capitals,1,,2133,2:27,
2021-04-28,Anaheim Ducks,3,Los Angeles Kings,2,,1763,2:19,
2021-04-28,St. Louis Blues,4,Minnesota Wild,3,,3000,2:25,
2021-04-28,Toronto Maple Leafs,4,Montreal Canadiens,1,,,2:20,
2021-04-28,Vancouver Canucks,3,Ottawa Senators,6,,,2:23,
2021-04-28,Arizona Coyotes,2,San Jose Sharks,4,,1037,2:26,
2021-04-28,Colorado Avalanche,2,Vegas Golden Knights,5,,3950,2:26,
2021-04-28,Edmonton Oilers,3,Winnipeg Jets,1,,,2:24,
2021-04-29,Buffalo Sabres,2,Boston Bruins,5,,2191,2:31,
2021-04-29,Detroit Red Wings,1,Carolina Hurricanes,3,,4987,2:24,
2021-04-29,Florida Panthers,4,Chicago Blackhawks,3,OT,,2:24,
2021-04-29,Calgary Flames,3,Edmonton Oilers,1,,,2:23,
2021-04-29,St. Louis Blues,5,Minnesota Wild,4,OT,3000,2:33,
2021-04-29,Philadelphia Flyers,3,New Jersey Devils,5,,3600,2:29,
2021-04-29,New York Islanders,4,New York Rangers,0,,1800,2:21,
2021-04-29,Dallas Stars,0,Tampa Bay Lightning,3,,4200,2:16,
2021-04-29,Vancouver Canucks,1,Toronto Maple Leafs,4,,,2:21,
2021-04-29,Pittsburgh Penguins,5,Washington Capitals,4,OT,2133,2:44,
2021-04-30,Los Angeles Kings,2,Anaheim Ducks,1,,1717,2:24,
2021-04-30,Vegas Golden Knights,0,Arizona Coyotes,3,,5111,2:23,
2021-04-30,San Jose Sharks,0,Colorado Avalanche,3,,4045,2:21,
2021-04-30,Winnipeg Jets,3,Montreal Canadiens,5,,,2:22,
2021-05-01,Los Angeles Kings,2,Anaheim Ducks,6,,1717,2:22,
2021-05-01,Vegas Golden Knights,3,Arizona Coyotes,2,OT,5671,2:33,
2021-05-01,Buffalo Sabres,2,Boston Bruins,6,,2191,2:35,
2021-05-01,Columbus Blue Jackets,1,Carolina Hurricanes,2,OT,4987,2:24,
2021-05-01,Florida Panthers,5,Chicago Blackhawks,4,,,2:20,
2021-05-01,San Jose Sharks,3,Colorado Avalanche,4,,4037,2:30,
2021-05-01,Tampa Bay Lightning,0,Detroit Red Wings,1,SO,,2:43,at Little Caesars Arena (Detroit MI)
2021-05-01,Calgary Flames,1,Edmonton Oilers,4,,,2:23,
2021-05-01,St. Louis Blues,3,Minnesota Wild,4,OT,3000,2:28,
2021-05-01,Ottawa Senators,2,Montreal Canadiens,3,OT,,2:25,
2021-05-01,Dallas Stars,0,Nashville Predators,1,OT,,2:29,
2021-05-01,New York Rangers,0,New York Islanders,3,,1400,2:13,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-05-01,New Jersey Devils,4,Philadelphia Flyers,1,,2683,2:23,
2021-05-01,Vancouver Canucks,1,Toronto Maple Leafs,5,,,2:20,
2021-05-01,Pittsburgh Penguins,3,Washington Capitals,0,,2133,2:25,
2021-05-02,Tampa Bay Lightning,2,Detroit Red Wings,1,,,2:24,at Little Caesars Arena (Detroit MI)
2021-05-03,Los Angeles Kings,3,Arizona Coyotes,2,,4983,2:24,
2021-05-03,New York Islanders,2,Buffalo Sabres,4,,,2:26,
2021-05-03,Chicago Blackhawks,2,Carolina Hurricanes,5,,4987,2:27,
2021-05-03,Nashville Predators,4,Columbus Blue Jackets,3,OT,4210,2:30,
2021-05-03,Dallas Stars,4,Florida Panthers,5,OT,4702,2:35,
2021-05-03,Vegas Golden Knights,5,Minnesota Wild,6,,3000,2:37,
2021-05-03,Toronto Maple Leafs,2,Montreal Canadiens,3,OT,,2:31,
2021-05-03,Boston Bruins,3,New Jersey Devils,0,,3600,2:23,
2021-05-03,Washington Capitals,6,New York Rangers,3,,1800,2:32,
2021-05-03,Winnipeg Jets,1,Ottawa Senators,2,,,2:19,
2021-05-03,Pittsburgh Penguins,2,Philadelphia Flyers,7,,2542,2:32,
2021-05-03,Colorado Avalanche,5,San Jose Sharks,4,OT,1071,2:24,
2021-05-03,Anaheim Ducks,1,St. Louis Blues,3,,,2:26,
2021-05-03,Edmonton Oilers,5,Vancouver Canucks,3,,,2:20,
2021-05-04,New York Islanders,3,Buffalo Sabres,4,SO,,2:28,
2021-05-04,Chicago Blackhawks,3,Carolina Hurricanes,6,,4987,2:24,
2021-05-04,Boston Bruins,3,New Jersey Devils,4,OT,3600,2:42,
2021-05-04,Pittsburgh Penguins,7,Philadelphia Flyers,3,,2961,2:33,
2021-05-04,Edmonton Oilers,4,Vancouver Canucks,1,,,2:16,
2021-05-05,Los Angeles Kings,4,Arizona Coyotes,2,,6964,2:27,
2021-05-05,Nashville Predators,2,Columbus Blue Jackets,4,,4084,2:23,
2021-05-05,Winnipeg Jets,4,Calgary Flames,0,,,2:16,
2021-05-05,Vegas Golden Knights,3,Minnesota Wild,2,OT,3000,2:38,
2021-05-05,Washington Capitals,4,New York Rangers,2,,1800,2:35,
2021-05-05,Montreal Canadiens,1,Ottawa Senators,5,,,2:27,
2021-05-05,Colorado Avalanche,2,San Jose Sharks,3,,1041,2:26,
2021-05-05,Anaheim Ducks,3,St. Louis Blues,2,SO,,2:39,
2021-05-05,Dallas Stars,2,Tampa Bay Lightning,6,,4200,2:26,
2021-05-06,New York Rangers,0,Boston Bruins,4,,2191,2:21,
2021-05-06,Chicago Blackhawks,2,Carolina Hurricanes,1,OT,4987,2:25,
2021-05-06,Vancouver Canucks,6,Edmonton Oilers,3,,,2:29,
2021-05-06,New Jersey Devils,2,New York Islanders,1,,1400,2:18,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-05-06,Buffalo Sabres,4,Pittsburgh Penguins,8,,4672,2:19,
2021-05-06,Montreal Canadiens,2,Toronto Maple Leafs,5,,,2:23,
2021-05-07,Detroit Red Wings,5,Columbus Blue Jackets,2,,4402,2:14,
2021-05-07,Colorado Avalanche,3,Los Angeles Kings,2,,2115,2:17,
2021-05-07,Anaheim Ducks,3,Minnesota Wild,4,OT,3000,2:27,
2021-05-07,Arizona Coyotes,5,San Jose Sharks,2,,1145,2:34,
2021-05-07,Dallas Stars,5,Tampa Bay Lightning,2,,4200,2:31,
2021-05-07,St. Louis Blues,3,Vegas Golden Knights,4,OT,7567,2:27,
2021-05-07,Philadelphia Flyers,4,Washington Capitals,2,,2133,2:23,
2021-05-08,New York Rangers,5,Boston Bruins,4,,2191,2:33,
2021-05-08,Detroit Red Wings,4,Columbus Blue Jackets,5,OT,4493,2:31,
2021-05-08,Vancouver Canucks,3,Edmonton Oilers,4,,,2:20,
2021-05-08,Tampa Bay Lightning,1,Florida Panthers,5,,5040,2:35,
2021-05-08,Colorado Avalanche,3,Los Angeles Kings,2,,2482,2:18,
2021-05-08,Anaheim Ducks,3,Minnesota Wild,4,OT,3300,2:29,
2021-05-08,Carolina Hurricanes,1,Nashville Predators,3,,,2:22,
2021-05-08,New Jersey Devils,1,New York Islanders,5,,,2:21,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2021-05-08,Buffalo Sabres,0,Pittsburgh Penguins,1,,4672,2:16,
2021-05-08,Arizona Coyotes,5,San Jose Sharks,4,OT,1249,2:30,
2021-05-08,Montreal Canadiens,2,Toronto Maple Leafs,3,,,2:29,
2021-05-08,St. Louis Blues,1,Vegas Golden Knights,4,,7567,2:35,
2021-05-08,Ottawa Senators,4,Winnipeg Jets,2,,,2:16,
2021-05-08,Philadelphia Flyers,1,Washington Capitals,2,OT,2133,2:29,
2021-05-09,Ottawa Senators,1,Calgary Flames,6,,,2:23,
2021-05-09,Dallas Stars,2,Chicago Blackhawks,4,,3820,2:12,
2021-05-10,New York Islanders,2,Boston Bruins,3,OT,4565,2:38,
2021-05-10,Dallas Stars,5,Chicago Blackhawks,4,OT,3917,2:26,
2021-05-10,Tampa Bay Lightning,0,Florida Panthers,4,,5040,2:30,
2021-05-10,St. Louis Blues,2,Los Angeles Kings,1,OT,2154,2:29,
2021-05-10,Edmonton Oilers,4,Montreal Canadiens,3,OT,,2:26,
2021-05-10,Carolina Hurricanes,0,Nashville Predators,5,,,2:25,
2021-05-10,New Jersey Devils,2,Philadelphia Flyers,4,,3882,2:18,
2021-05-10,Colorado Avalanche,2,Vegas Golden Knights,1,,7567,2:21,
2021-05-10,Vancouver Canucks,3,Winnipeg Jets,1,,,2:23,
2021-05-11,Vancouver Canucks,0,Winnipeg Jets,5,,,2:17,
2021-05-11,Boston Bruins,1,Washington Capitals,2,,2133,2:20,
2021-05-12,Los Angeles Kings,0,Colorado Avalanche,6,,4042,2:28,
2021-05-12,Edmonton Oilers,4,Montreal Canadiens,3,OT,,2:18,
2021-05-12,Toronto Maple Leafs,3,Ottawa Senators,4,OT,,2:22,
2021-05-12,Vegas Golden Knights,6,San Jose Sharks,0,,1654,2:17,
2021-05-12,Minnesota Wild,0,St. Louis Blues,4,,,2:20,
2021-05-13,Vancouver Canucks,1,Calgary Flames,4,,,2:21,
2021-05-13,Los Angeles Kings,1,Colorado Avalanche,5,,4045,2:25,
2021-05-13,Minnesota Wild,3,St. Louis Blues,7,,,2:19,
2021-05-14,Toronto Maple Leafs,2,Winnipeg Jets,4,,,2:13,
